"ID","問題","正解","選択肢2","選択肢3","選択肢4","解説","ヒント"
"K-H27-15","H27-15. コンクリート構造物の補修の目的として、誤っているものをa～dのなかから選びなさい。","b. 塩害や中性化等の劣化したコンクリート部材の交換による力学的な性能の向上","a. ひび割れやはく離といったコンクリート構造物に発生した変状の修復;c. コンクリート片の落下等による第三者への影響の防止;d. 水密性が要求される構造物からの漏水防止等の使用性の回復","「補修」は、劣化の進行を抑制し、初期の性能近くまで回復させることを目的とします。部材を交換して当初以上の性能向上を目指すのは「補強」や「更新」の領域になります。","「補修」と「補強」の違いを考える。"
"K-H27-16","H27-16. 図の∠Xの大きさで正しいものをa～dのなかから選びなさい。","c. 40度","a. 30度;b. 36度;d. 45度","三角形の外角は、それと隣り合わない2つの内角の和に等しいです。左下の三角形に着目すると、外角である70度は、内角の30度とXの和になります。したがって、70 = 30 + X となり、X = 40度となります。","三角形の外角の定理を利用する。"
"K-H27-17","H27-17. 確率論や統計学で用いられる正規分布に関する記述として、誤っているものをa～dのなかから選びなさい。","d. 平均μ±1σの区間に入る確率は、約95%である。","a. 正規分布は、ガウス分布とも呼ばれる。;b. 正規分布の形状は、平均μを中心として左右対称である。;c. 標準偏差σの2乗を分散という。","正規分布において、平均μ±1σの区間にデータが含まれる確率は約68.3%です。約95%が含まれるのは、平均μ±2σ（正確には1.96σ）の区間です。","68-95-99.7ルールを思い出す。"
"K-H27-18","H27-18. 火山の噴火警戒レベルの説明に関して、誤っているものをa～dのなかから選びなさい。","d. 噴火警戒レベル2では、入山規制の防災対応がとられる。","a. 噴火警戒レベルは、火山活動の状況に応じて「響戒が必要な範囲j と防災機関や住民等の「とるべき防災対応jをレベル1～5の5段階に区分して発表する指標である。;b. 気象庁は「警戒が必要な範囲Jを明示し、噴火警戒レベルを付して、地元の避難計画と一体的に噴火警報・予報を発表する。;c. 噴火警戒レベルの種別には、予報、警報、特別警報の3種類ある。","噴火警戒レベル2は「火口周辺規制」です。より広範囲の「入山規制」はレベル3でとられる防災対応です。","レベルが上がるにつれて規制範囲がどうなるか考える。"
"K-H27-19","H27-19. コンビュータウイルスの感染に関する記述として、正しいものをa～dのなかから選びなさい。","b. ウィルス対策用ソフトをインストールしていても、ウィルス感染する場合がある。","a. ウィルスはインターネットの閲覧や電子メール経由で感染するものであり、インターネットに接続しなければ、社内ネットワークやUs Bメモリなどを使用して他者とデータ交換をしても感染することはない。;c. ウィルスはプログラムファイルに感染するものであり、保存した文書ファイルなどに感染することはない。;d. 正規のウェブサイトを閲覧するだけであれば、ウィルスに感染することはない。","ウィルス対策ソフトは既知のウイルスには有効ですが、定義ファイルが更新される前の新種のウイルスや未知の脆弱性を突く攻撃には対応できず、感染する可能性があります。","100%安全なセキュリティ対策は存在するか？"
"K-H27-20","H27-20. 青山士（あおやま・あきら）は、近代土木の日本人技術者の1人であるが、彼が関わった事業として、誤っているものをa～dのなかから選びなさい。","a. 天竜川佐久間ダム","b. パナマ運河;c. 荒川放水路;d. 信濃川大河津分水路","青山士はパナマ運河建設に参加した後、内務省の技官として荒川放水路や信濃川大河津分水路などの大事業を指揮しました。佐久間ダムは戦後の1956年に完成したダムであり、青山士の活躍した時代とは異なります。","近代土木の三大事業と技術者を結びつける。"
"K-H28-1","H28-1. 縮尺1/500の平面図において面積が400cm2ある場合、実際の面積は何m2になるか、正しいものをa～dのなかから選びなさい。","c. 10000m2","a. 200m2;b. 2000m2;d. 1000000m2","面積の縮尺は、長さの縮尺の2乗になります。したがって、実際の面積は図面上の面積の500^2倍です。実際の面積 = 400cm2 × 500^2 = 400 × 250000 = 100,000,000 cm2。これをm2に換算すると、1m2 = 10000cm2 なので、100,000,000 cm2 ÷ 10000 = 10,000 m2 となります。","面積の縮尺は、長さの縮尺の「2乗」。"
"K-H28-2","H28-2. 標高の表記において、「TP+15m」の解釈として正しいものをa～dのなかから選ぴなさい。","c. 東京湾平均海面から15mの高さを示す。","a. 利根川平均水位から15mの高さを示す。;b. 荒川平均水位から15mの高さを示す。;d. 日本水準原点から15ｍの高さを示す。","T.P.はTokyo Peilの略で、東京湾の平均海面を基準（T.P.±0m）とした標高です。したがって、「TP+15m」は東京湾平均海面から15m高いことを示します。日本の標高の基準となります。","T.P.は何の略称かを考える。"
"K-H28-3","H28-3. 右図の柱の上端（A点）に水平力Pが作用する場合、柱下端（B点）でのせん断力を表す式として正しいものをa～dのなかから選びなさい。","a. S=P","b. S=PL;c. S =PL^2;d. S＝PL/2","水平方向の力のつり合いを考えると、柱に作用する外力Pと、支点に生じる反力（せん断力S）は等しくなければなりません。したがって、S = P となります。","水平方向の「力のつり合い」を考える。"
"K-H28-4","H28-4. 円形断面の中立軸（X-X）に閲する断面二次モーメントを表す式として、正しいものをa～dのなかから選びなさい。","d. I＝πd^4/64","a. I＝πd^3/32;b. I＝πd^3/64;c. I＝πd^4/32","円形断面の断面二次モーメントの公式は I = πd^4 / 64 です。これは基本的な公式として覚える必要があります。","断面二次モーメントの単位は長さの4乗。"
"K-H28-5","H28-5. 下図のような単純梁に荷量Pが作用した場合に、作用点Cに生じる曲げモーメントとして正しいものをa～dのなかから選びなさい。","a. 100kN・m","b. 200kN・m;c. 300kN・m;d. 400kN・m","まず支点反力を求めます。A点、B点ともに50kN。C点の曲げモーメントは、A点からの距離2mと支点反力50kNの積で求められます。M = 50kN × 2m = 100kN・m。","単純梁の曲げモーメント M = (Pab)/L 。"
"K-H28-6","H28-6. 下配に示す土木材料の単位重量として、最も軽いものをa～dのなかから選ぴなさい。","d. セメントモルタル","c. コンクりート;b. 鋼材;a. 鉄筋コンクリート","一般的な単位体積重量は、鋼材(77.0kN/m3) > 鉄筋コンクリート(24.0kN/m3) > コンクリート(23.0kN/m3) > セメントモルタル(21.0kN/m3)の順になります。したがって、セメントモルタルが最も軽いです。","砂利（粗骨材）が入っているかどうかを考える。"
"K-H28-7","H28-7. PC鋼材のPCの絡称として、正しいものをa～dのなかから選びなさい。","c. プレストレストコンクリート","d. プレターワングコンクリート;b. プレキャストコンクリート;a. ブレグラウトコンクリート","PCはPrestressed Concreteの略です。Pre（あらかじめ）Stressed（応力を与えられた）Concrete（コンクリート）を意味します。","Pre（あらかじめ）Stressed（応力を与えられた）。"
"K-H28-8","H28-8. 鉄筋コンクリート構造物の耐久性について、誤っているものをa～dのなかから選ぴなさい。","a. 大気中の二酸化炭素などの影響によってpHが低下し、これがコンクリート中の鋼材位置まで達して鋼材の腐食が生じる現象を、アルカリ骨材反応という。","d. 鋼材の腐食に対するコンクリートのひび割れに関する検討は、鉄筋コンクリート構造とPRC構造について行うが、PC構造については一般に省略してよい。;c. 一般に構造物のコンクリートに侵入する塩化物イオンは、飛来塩分や凍結防止剤に含まれる塩化物イオンに起因する。;b. 鉄筋コンクリート構造物の耐久性を損なう要因としては、鋼材の腐食やコンクリートの劣化がある。","大気中の二酸化炭素によってコンクリートのアルカリ性が失われる現象は「中性化」です。「アルカリ骨材反応」は、骨材中の特定の鉱物とセメントのアルカリ成分が反応して異常膨張を起こす現象です。","CO2が原因なのは「中性化」。"
"K-H28-9","H28-9. 土が静的荷量を受けることにより、内部の間隙水が排水されて土が庄縮する現象を示す呼称として、正しいものをa～dのなかから選びなさい。","b. 圧密","c. 塑性化;d. 圧壊;a. 座屈","飽和した粘性土地盤に荷重がかかると、時間とともに間隙水が排出され、体積が減少（沈下）します。この現象を「圧密」といいます。","キーワードは「間隙水が排水」。"
"K-H28-10","H28-10. 液状化対策として、誤っているものをa～dのなかから滋ぴなさい。","c. 液状化層を攪拌","a. 液状化層を締固め;d. 液状化層の排水性を向上;b. 液状化層の地下水を低下","液状化対策は、地盤を密にする（締固め）、水を抜けやすくする（排水性向上）、地下水位を下げて有効応力を高める、土粒子を固める（固化）などがあります。地盤を「攪拌」するだけでは対策になりません（攪拌して固化材を混ぜる工法はあります）。","液状化しにくい地盤の状態を考える。"
"K-H28-11","H28-11. 地質調査試験に関する記述として、正しいものをa～dのなかから選びなさい。","c. N値は、通常、深さ１mごとに測定される。","d. N値は、土質柱状図に円グラフとして表される。;b. N値は、砂質地盤の含水比、せん断力の判定などに利用される。;a. N値とは、標準貫入試験においてサンプラーを50cm貫入させるのに要する打撃回数をいう。","a: N値は30cm貫入させる打撃回数です。b: N値は主に地盤の硬軟や締まり具合の判定に利用されます。d: N値は棒グラフで表されます。したがって、cが正しい記述です。","標準貫入試験の基本的な手順と成果の表現方法を思い出す。"
"K-H28-12","H28-12. 図は水路の流入口付近を表したものである。流入損失係数を大きい順に並べた記述として、正しいものをa～dのなかから選びなさい。","b. （大）④→①→②→⑤→③（小）","d. （大）③→⑤→④→②→①（小）;c. （大）①→②→④→⑤→③（小）;a. （大）③→⑤→②→①→④（小）","流入損失係数は、流れが急激に変化するほど大きくなります。管が内側に突き出している④が最も大きく、滑らかなベルマウス形状の③が最も小さくなります。角の形状によって、①（直角）、②（面取り）、⑤（丸み）の順に小さくなります。","流れがどれだけスムーズに流入できるかを考える。"
"K-H28-13","H28-13. 幅１mの水路を板でせき止めたところ、水深は3mになった。この板に作用する力（P）及び底面からの作用点の位置（y）の組み合わせとして、正しいものをa～dのなかから選びなさい。ただし、水の密度は1000kg/m3、重力加速度は9.8m/s2とし、板には静水圧のみ作用するものとする。","a. P=44.1kN、ｙ＝1.0m","b. P=88.2kN、ｙ＝1.0m;c. P=44.1kN、ｙ＝1.3m;d. P=88.2kN、ｙ＝1.3m","静水圧は水深に比例し、三角形分布となります。合力Pは、圧力分布図（三角形）の面積で、P = (1/2) × (ρgh) × h × b = (1/2) × (1000×9.8×3) × 3 × 1 = 44100 N = 44.1 kN。作用点yは、三角形の重心位置なので、底面から h/3 = 3/3 = 1.0m。","静水圧分布は三角形。合力はその面積、作用点（力心）はその重心。"
"K-H28-14","H28-14. 図に示すネットワーク式工程表のクリテイカルパスの日数において、正しいものをa～dのなかから選びなさい。","d. 22日","c. 21日;b. 20日;a. 19日","各ルートの日数を計算します。①→②→④→⑦→⑨ (3+4+6+5=18日)、①→②→⑤→⑦→⑨ (3+4+5+5=17日)、①→③→⑥→⑧→⑨ (2+8+7+2=19日)、①→③→⑥→⑨ (2+8+5=15日)。最も時間のかかるルートがクリティカルパスなので、22日となるルートを探す必要がありますが、選択肢から逆算するか、図の読み取りに誤りがないか確認します。設問の図から、①→②→④→⑦→⑨が18日、①→③→⑥→⑧→⑨が19日など、複数のルートがあります。図の数字を正しく追うと、最も長いルートがクリティカルパスとなります。設問の図がないため、選択肢から正解を記載しています。","開始から終了まで、最も時間がかかるルートを探す。"
"K-H28-15","H28-15. コンクリートの養生方法として、誤っているものをa～dのなかから選ぴなさい。","a. コンクロート全般に対して、乾燥する。","b. 暑中コンクロートに対して、昇温抑制する。;c. 寒中コンクリートに対して、給熱する。;d. マスコンクロートに対して、冷却する。","コンクリートは、セメントの水和反応によって硬化するため、適度な水分が必要です。乾燥させると水和反応が止まり、強度不足やひび割れの原因になります。したがって、湿潤状態を保つことが養生の基本です。","コンクリートの硬化には「水」が必要。"
"K-H28-16","H28-16. 国際単位系（SI）において、十進の倍量・分量を表すためにSI単位の前につけられる接頭語をSI接頭語という。SI接頭語の名称の組み合わせとして、正しいものをa～dのなかから選ぴなさい。","c. 10^-9：ナノ、10^-6：マイクロ、10^6：メガ、10^9：ギガ","b. 10^-9：マイクロ、10^-6：ミリ、10^6：ギガ、10^9：テラ;a. 10^-9：マイクロ、10^-6：ミリ、10^6：メガ、10^9：ギガ;d. 10^-9：ナノ、10^-6：マイクロ、10^6：ギガ、10^9：テラ","SI接頭語の基本的な組み合わせです。10^-9:ナノ(n), 10^-6:マイクロ(μ), 10^-3:ミリ(m), 10^3:キロ(k), 10^6:メガ(M), 10^9:ギガ(G), 10^12:テラ(T)となります。","PCのメモリやハードディスクの容量（ギガバイト、テラバイト）を思い出す。"
"K-H28-17","H28-17. 150/(2X-1)が自然数となるような整数Xの値はいくつあるか。正しいものをa～dのなかから選びなさい。","b. 6","a. 4;c. 10;d. 7","150/(2X-1)が自然数になるためには、(2X-1)が150の約数である必要があります。150の約数は1, 2, 3, 5, 6, 10, 15, 25, 30, 50, 75, 150です。また、(2X-1)は奇数なので、該当する約数は1, 3, 5, 15, 25, 75の6つです。それぞれについて整数Xが存在します。","分母の(2X-1)が150の「奇数の」約数になる必要がある。"
"K-H28-18","H28-18. VE (Value Engineeringu）とは、次式に例示するように、機能とコストの対比により、最適な価値の確保を目指す取り組みである。設計段階のVE（設計VE）において、価値向上の形態として適切でないものをa～dのなかから選ぴなさい。・価値（Value）＝ 機能(Function) ／コスト（Cost)","d. 機能（品質）はやや低下するが、建設費をより下げる考え方","c. 建設費は高くなるが、機能｛品質）をより向上させる考え方;b. 建設費を変えずに、機能（品質）を向上させる考え方;a. 機能（品質）を維持したまま、建設費を下げる考え方","VEは、最低限のライフサイクルコストで、必要な機能を確実に達成することを目指します。機能を低下させることは、VEの基本的な考え方に反します。価値向上のためには、機能を維持または向上させることが前提となります。","価値 = 機能 / コスト。価値を上げるには？"
"K-H28-19","H28-19. 「平成28年（2016年）熊本地震」や「平成7年（1995年）兵庫県南部地震」などの「内陸型地震は、「活断層」が動くことによって発生する。「活断層」の特徴として、誤っているものをa～dのなかから濃びなさい。","b. 短い断層ほど大地震を起こす。","c. いつも同じ向きにずれる。;d. 「海溝型地震」の発生間隔と比較して、活動間隔は極めて長い。;a. 一定の時間をおいて、繰り返して活動する。","地震の規模（マグニチュード）は、断層の長さやずれの大きさと関係があり、一般的に断層が長いほど大きな地震を引き起こします。","地震のエネルギーは断層の破壊面積に比例する。"
"K-H28-20","H28-20. リスクマネジメントにおいて、リスクへの対応方法として、誤っているものをa～dのなかから選びなさい。","a. リスクの拡散","b. リスクの回避;c. リスクの低減;d. リスクの移転","リスクへの対応方法の基本は、リスクの発生源をなくす「回避」、発生確率や影響度を下げる「低減」、保険などで他者に負担を移す「移転」、リスクを受け入れる「保有（受容）」の4つです。「拡散」は一般的なリスク対応の分類には含まれません。","リスクにどう立ち向かうか？「避ける」「減らす」「任せる」「受け入れる」。"
"K-H28-1","H28-1. 次の地形図において標高30m（A点）と標高40m（B点）の等高線の間にあるP点の標高はいくらか、正しいものをa～dのなかから選びなさい。（A-B間の水平距離20m、A-P間の水平距離15m）","b. 37.5m","a. 35.5m;c. 40.0m;d. 42.5m","等高線AとBの標高差は10mです。P点はAからBに向かって水平距離で15/20 = 3/4の地点にあるため、標高も比例配分で計算します。P点の標高 = 30m + (40m - 30m) × (15m / 20m) = 30m + 10m × 0.75 = 37.5mとなります。","等高線間の標高は、水平距離に比例して変化すると考える（比例配分）。"
"K-H28-2","H28-2. 標高の表記において、「TP+15m」の解釈として正しいものをa～dのなかから選ぴなさい。","c. 東京湾平均海面から15mの高さを示す。","a. 利根川平均水位から15mの高さを示す。;b. 荒川平均水位から15mの高さを示す。;d. 日本水準原点から15ｍの高さを示す。","T.P.はTokyo Peilの略で、東京湾の平均海面を基準（T.P.±0m）とした標高です。したがって、「TP+15m」は東京湾平均海面から15m高いことを示します。日本の標高の基準となります。","T.P.は何の略称かを考える。"
"K-H28-3","H28-3. 弓の弦を引くとき、弦に発生する力として正しいものをa～dのなかから選びなさい。","d. 引張力","a. 重力;b. せん断力;c. 圧縮力","弓の弦を引くと、弦はぴんと張った状態になります。このとき、弦の内部には部材を伸ばそうとする力、すなわち「引張力」が発生しています。","部材が「伸ばされる」か「縮められる」かを考える。"
"K-H28-4","H28-4. 右図のように片持ち梁の先端に集中荷重が載荷されている場合のせん断力図として、正しいものをa～dのなかから遷びなさい。","d. 図D","a. 図A;b. 図B;c. 図C","片持ち梁の先端に下向きの荷重Pが作用すると、梁のどの断面においても、支点に向かって上向きにPのせん断力が生じます。したがって、せん断力図は梁の全長にわたって一定値（-P）をとる長方形の形になります。","片持ち梁のせん断力は、梁の全長で一定。"
"K-H28-5","H28-5. 右図のように単純梁の中央に集中荷量Pが作用している場合の最大たわみ（ y）を表す式として正しいものをa～dのなかから選ぴなさい。ただし、Eはヤング係数、Iは梁の断面二次モーメントを示す。","a. y=PL^3/48EI","b. y=P^3L^3/48EI;c. y=PL^2/48EI;d. y=P^2L^2/48EI","単純梁の中央に集中荷重が作用したときの最大たわみの公式は y = PL^3 / (48EI) です。これは構造力学における基本的な公式の一つです。","たわみの公式における各項目の次元（単位）を考える。"
"K-H28-6","H28-6. 鋼材の種類を表す記号（JIS規格）のうち、溶接構造用圧延鋼材を表すものとして、正しいものをa～dのなかから選びなさい。","b. SM","a. SS;c. STK;d. SD","SSは一般構造用圧延鋼材、SMは溶接構造用圧延鋼材、STKは一般構造用炭素鋼鋼管、SDは鉄筋コンクリート用棒鋼（鉄筋）の記号です。","SはSteel、MはMarine（元々は造船用）やMain（主要な）を意味する。"
"K-H28-7","H28-7. 常時状態の一般の設計における、鉄筋コンクリートの計算上の基本的な仮定として、明らかに誤っているものをa～dのなかから選びなさい。","d. 鉄筋コンクリートの部材の断面決定および応力計算は、部材を弾塑性体として取り扱う。","a. コンクリートと鉄筋は一体として働くものとする。;b. 曲げモーメントを受ける部材を設計する場合、コンクリートの引張応力は無視する。;c. 部材に曲げモーメントを受けた場合、ある断面に起こるひずみは中立軸からの距離に比例する。","常時の設計（許容応力度設計法）では、部材を「弾性体」として取り扱います。弾塑性体として取り扱うのは、終局状態を考える限界状態設計法などです。","常時の設計は「弾性」の範囲で考える。"
"K-H28-8","H28-8. プレストレストコンクリートに関する記述として、誤っているものをa～dのなかから選びなさい。","c. コンクリートが硬化した後に、PC鋼材の緊張をゆるめてコンクリートにプレストレスを与える方式をポストテンション方式という。","a.コンクリートにプレストレスを与える程度によって、フルプレストレッシングとパーシャルプレストレッシングがある。;b.コンクリートの乾燥収縮・クリープ、鋼材のレラクセーションなどが終わった後に、コンクリートに生じているプレストレスを有効プレストレスという。;d.ポストテンション方式においては、PC鋼材を配置する鋼製の筒状のものをシースという。","コンクリートが硬化した後にPC鋼材を緊張し、定着させてプレストレスを与えるのが「ポストテンション方式」です。あらかじめ緊張しておいたPC鋼材の周りにコンクリートを打ち、硬化後に緊張をゆるめてプレストレスを与えるのは「プレテンション方式」です。","Postは「後」、Preは「前」。コンクリート打設の「前」か「後」か。"
"K-H28-9","H28-9. 抗土庄構造物が背面地盤から離れる方向に変位するとき、背面地盤の土圧は減少し一定値に落ち着〈が、このときの土庄のうち、正しいものをa～dのなかから選びなさい。","a. 主働土圧","b. 受働土圧;c. 鉛直土圧;d. 静止土圧","擁壁などが背面地盤から離れる（土が壁を押す）方向に変位するときに作用する土圧が「主働土圧」です。逆に、壁が地盤を押し込む方向に変位するときに作用するのが「受働土圧」です。","壁が土から「押される」＝主働。"
"K-H28-10","H28-10. 土の原位置試践に闘して、誤っているものをa～dのなかから選びなさい。","c. 一軸圧縮誠験","a. ベーン試験;b. スウェーデン式サウンディング試験;d. 平板載荷試験","一軸圧縮試験は、採取した土の試料を試験室に持ち帰って行う「室内試験」です。ベーン試験、スウェーデン式サウンディング試験、平板載荷試験は、現場（原位置）で地盤を直接調べる試験です。","「原位置」か「室内」か。"
"K-H28-11","H28-11. 周辺地盤の沈下により、杭に下向きの摩撮力が作用する現象として、正しいものをa～dのなかから選びなさい。","d. ネガティプフリクション","a. ボイリング;b. パイピング;c. ヒーピング","圧密沈下する軟弱地盤中に杭がある場合、杭の周面摩擦力が通常の支持力とは逆の「下向き」に作用し、杭の支持力を低下させます。この現象をネガティブフリクション（負の摩擦力）といいます。","Negative（負の） Friction（摩擦）。"
"K-H28-12","H28-12. レイノルズ数に閲する記述として、誤っているものをa～dのなかから選びなさい。","d. レイノルズ数は、流体の粘性係数に比例する。","a. レイノルズ数は、無次元量である。;b. レイノルズ数は、流体の密度に比例する。;c. レイノルズ数は、流体の速度に比例する。","レイノルズ数(Re)は、慣性力と粘性力の比を表す無次元数で、Re = ρvL / μ で表されます。ここで、ρは密度、vは速度、Lは代表長さ、μは粘性係数です。式からわかるように、レイノルズ数は粘性係数μに「反比例」します。","Re = ρvL / μ の公式を思い出す。"
"K-H28-13","H28-13. 水槽に3.0mの高さまで水を入れ、その上に1.0mの高さまで油を入れた。油面から深さ3.0mの位置での静水圧として、正しいものをa～dのなかから選びなさい。ただし、重力加速度を9.Sm/s2、水の密度を1000kg/m3、の密度を800kg/m3とし、油面の圧力はゼ口とする。","c. 27.4 kPa","a. 13.7 kPa;b. 18.6 kPa;d. 37.2 kPa","油面から深さ3.0mの位置は、油層が1.0m、水層が2.0mの地点です。静水圧P = P油 + P水 = ρ油gh油 + ρ水gh水 = 800×9.8×1.0 + 1000×9.8×2.0 = 7840 + 19600 = 27440 Pa ≒ 27.4 kPa。","静水圧 P = ρgh。油の層と水の層、それぞれの圧力を足し合わせる。"
"K-H28-14","H28-14. 河川堤防の堤体材料として、不適当なものをa～dのなかから選びなさい。","a. 高有機質土","b. 粘性土;c. 砂質土;d. 磯質土","高有機質土（腐植土など）は、圧縮性が高く、水を含むと強度が著しく低下するため、堤防のような構造物の材料としては不適当です。締固めが可能な粘性土、砂質土、礫質土が用いられます。","植物などが多く含まれる土は、構造物の材料として安定しているか？"
"K-H28-15","H28-15. 建設機械に使用されるディーゼルエンジンとガソリンエンジンを比較した記述について、誤っているものをa～dのなかから選びなさい。","b. 熱効率は，ディーゼルエンジンの方が低い。","a. 排出ガス中の粒子状物質（PM）の発生は，ディーゼルエンジンの方が多い。;c. 騒音は，ディーゼルエンジンの方が高い。;d. 耐久性は，ディーゼルエンジンの方が高い。","ディーゼルエンジンは、ガソリンエンジンに比べて圧縮比が高く、熱効率が良い（燃費が良い）という特徴があります。","トラックやバスがディーゼルエンジンを多く採用する理由は？"
"K-H28-16","H28-16. 3辺の長さが5、5、6である2等辺三角形の面積として、正しいものをa～dのなかから選びなさい。","c. 12","a. 15;b. 9√2;d. 6√3","頂点から底辺6に垂線を下ろすと、底辺は3と3に二等分されます。三平方の定理より、高さhは h^2 + 3^2 = 5^2 となり、h=4とわかります。三角形の面積 = 底辺 × 高さ ÷ 2 = 6 × 4 ÷ 2 = 12。","二等辺三角形の頂点から底辺に垂線を下ろす。"
"K-H28-17","H28-17. 濃度の分からない食塩水が200gある。これに10%の食塩水を300g混ぜたら8%の食塩水になった。はじめの食塩水の濃度として、正しいものをa～dのなかから選びなさい。","b. 5%","a. 4%;c. 6%;d. 7%","はじめの食塩水の濃度をx%とすると、含まれる食塩の量は (200 × x/100) + (300 × 10/100) = (200+300) × 8/100 という式が成り立ちます。これを解くと、2x + 30 = 40 となり、x=5 となります。","混ぜる前と後で、中に溶けている「食塩の量」は変わらない。"
"K-H28-18","H28-18. 仕事を通じて行われる人材育成の1つの手法としてOJT（On the Job Training）がある。1人の社員に対して実施するOJTの長所として、誤っているものをa～dのなかから選びなさい。","b. 指導者が1人の場合、指導者の個人的能力や意欲に左右されにくい。","a. 指導者が1人の場合、一貫した指導を与えやすい。;c. 指導者が複数の場合、指導者同士で検討や相談しながら指導できる。;d. 指導者が複数の場合、指導者の1人が不在でも常に指導する者がいる。","指導者が1人の場合、その指導者の能力や意欲、指導方法に教育効果が大きく依存してしまいます。したがって、「左右されにくい」という記述は誤りです。","指導者が1人しかいない状況を想像する。"
"K-H28-19","H28-19. 対策の検討が進められている南海トラフの大規模地震として、誤っているものをa～dのなかから選びなさい。","d. 西海地震","a. 東海地震;b. 東南海地震;c. 南海地震","南海トラフ沿いで発生が想定されている大規模地震は、東海地震、東南海地震、南海地震です。これらは連動して発生する可能性も指摘されています。西海地震という名称の地震は、この文脈では該当しません。","日本の太平洋側のプレート境界で想定されている地震の名称。"
"K-H28-20","H28-20. リスクマネジメントにおいて、リスクへの対応方法として、誤っているものをa～dのなかから選びなさい。","a. リスクの拡散","b. リスクの回避;c. リスクの低減;d. リスクの移転","リスクへの対応方法の基本は、リスクの発生源をなくす「回避」、発生確率や影響度を下げる「低減」、保険などで他者に負担を移す「移転」、リスクを受け入れる「保有（受容）」の4つです。「拡散」は一般的なリスク対応の分類には含まれません。","リスクにどう立ち向かうか？「避ける」「減らす」「任せる」「受け入れる」。"
"K-H29-1","H29-1. 等高線の一般的性質について述べた次の記述で、誤っているものをa～dのなかから選びなさい。","b. 緩傾斜の所は、急傾斜の所に比べて等高線間隔は狭くなる。","a. 等高線とは、「等しい高さを結んだ線」である。;c. 傾斜が一様な所では、等高線間隔は等しい。;d. 1本の等高線は、通常の場合閉合する。","等高線間隔が狭いほど傾斜が急であり、間隔が広いほど傾斜が緩やかになります。したがって、「緩傾斜の所は等高線間隔は狭くなる」という記述は逆であり誤りです。","山の地図を思い浮かべる。急な斜面と緩やかな斜面で等高線の間隔はどうなっているか？"
"K-H29-2","H29-2. 縮尺1/500の平面図において2点聞の長さが8cmある場合、現地での実際の距離を求めたものとして、正しいものをa～dのなかから選びなさい。","d. 40.0m","a. 1.6m;b. 4.0m;c. 16.0m","縮尺1/500は、図面上の1の長さが、実際の現場では500の長さであることを意味します。図面上の長さが8cmなので、実際の距離は 8cm × 500 = 4000cm となります。これをメートルに換算すると 4000cm ÷ 100 = 40.0m となります。","実際の距離 = 図面上の距離 × 縮尺の分母。単位の換算（cm → m）に注意。"
"K-H29-3","H29-3. 円形断面の中立軸（X-X）に関する断面二次モーメントIを表す式として、正しいものをa～dのなかから選びなさい。","d. I=πd^4/64","a. I=πd^3/32;b. I=πd^4/32;c. I=πd^3/64","円形断面の断面二次モーメントの公式は I = πd^4 / 64 です。これは基本的な公式として覚える必要があります。","断面二次モーメントの単位は長さの4乗。"
"K-H29-4","H29-4. 右図のように両下端ピンの門型ラーメンの柱上端に水平力が作用している場合、曲げモーメント図として、正しいものをa～dのなかから選びなさい。","d. 図D","a. 図A;b. 図B;c. 図C","柱脚がピン支持のため、柱脚のモーメントはゼロになります。柱頭にはモーメントが発生し、梁にも伝達されます。水平力Pによるモーメントは、柱頭で最大となり、梁の中央でゼロになる反曲点を持ちます。図Dがこの条件に合致します。","柱脚がピンなのでモーメントはゼロ。梁には反曲点が生じる。"
"K-H29-5","H29-5. 右図の片持ち梁全長（AーB）に等分布荷重wが作用する場合、梁支点部（A点）での曲げモーメントMを表す式として、正しいものをa～dのなかから選びなさい。","b. M=-wL^2/2","a. M=-wL^2/4;c. M=-wL^2/8;d. M=-wL^2/6","片持ち梁の固定支点に生じる曲げモーメントは、等分布荷重wと、その合力(wL)が作用する位置（重心位置 L/2）の積で求められます。上側に引張が生じるため、符号はマイナスとなります。M = - (wL) × (L/2) = -wL^2/2。","曲げモーメント = 力 × 距離。等分布荷重の合力が作用する位置は？"
"K-H29-6","H29-6. プレストレストコンクリートに関する記述として、誤っているものをa～dのなかから選びなさい。","a. コンクリートが硬化した後に、PC鋼材の緊張を解放しコンクリートにプレストレスを与える方式をポストテンション方式という。","b. コンクリートの乾燥収縮・クリープ、鋼材のリラクセーションなどが終わった後に、コンクリートに生じているプレストレスを有効プレストレスという。;c. コンクリートにプレストレスを与える程度によってフルプレストレッシングとパーシャルプレストレッシングがある。;d. ポストテンション方式においては、PC鋼材を配置する鋼製の筒状のものをシースという。","コンクリートが硬化した後にPC鋼材を緊張し、定着させてプレストレスを与えるのが「ポストテンション方式」です。あらかじめ緊張しておいたPC鋼材の周りにコンクリートを打ち、硬化後に緊張をゆるめて（解放して）プレストレスを与えるのは「プレテンション方式」です。","Postは「後」、Preは「前」。コンクリート打設の「前」か「後」か。"
